Data values,Data description,Area code,Area name,Indicator,Notes
1.57,Rate per 100,W01000111,Seiont,Police recorded public order offences per at-risk population,
1.19,Rate per 100,W01000111,Seiont,Police recorded criminal damage per at-risk population,
2.04,Rate per 100,W01000111,Seiont,Police recorded violence without injury per at-risk population,
1.05,Rate per 100,W01000111,Seiont,Police recorded stalking and harassment per at-risk population,
3.93,Rate per 100,W01000111,Seiont,Police recorded antisocial behaviour per at-risk population,
1.08,Rate per 100,W01000111,Seiont,Police recorded theft per at-risk population,
1.42,Rate per 100,W01000111,Seiont,Police recorded burglary per residential dwelling,
0.58,Rate per 100,W01000111,Seiont,Fire incidents per at-risk population,
0.59,Rate per 100,W01000112,"Talysarn, Carmel",Police recorded violence with injury per at-risk population,
0.92,Rate per 100,W01000112,"Talysarn, Carmel",Police recorded public order offences per at-risk population,
0.82,Rate per 100,W01000112,"Talysarn, Carmel",Police recorded criminal damage per at-risk population,
1.03,Rate per 100,W01000112,"Talysarn, Carmel",Police recorded violence without injury per at-risk population,
1.47,Rate per 100,W01000112,"Talysarn, Carmel",Police recorded stalking and harassment per at-risk population,
3.17,Rate per 100,W01000112,"Talysarn, Carmel",Police recorded antisocial behaviour per at-risk population,
0.49,Rate per 100,W01000112,"Talysarn, Carmel",Police recorded theft per at-risk population,
,Rate per 100,W01000112,"Talysarn, Carmel",Police recorded burglary per residential dwelling,Confidential
0.22,Rate per 100,W01000112,"Talysarn, Carmel",Fire incidents per at-risk population,
0.65,Rate per 100,W01000113,Teigl,Police recorded violence with injury per at-risk population,
0.61,Rate per 100,W01000113,Teigl,Police recorded public order offences per at-risk population,
0.9,Rate per 100,W01000113,Teigl,Police recorded criminal damage per at-risk population,
0.97,Rate per 100,W01000113,Teigl,Police recorded violence without injury per at-risk population,
1.35,Rate per 100,W01000113,Teigl,Police recorded stalking and harassment per at-risk population,
1.87,Rate per 100,W01000113,Teigl,Police recorded antisocial behaviour per at-risk population,
0.46,Rate per 100,W01000113,Teigl,Police recorded theft per at-risk population,
,Rate per 100,W01000113,Teigl,Police recorded burglary per residential dwelling,Confidential
0.3,Rate per 100,W01000113,Teigl,Fire incidents per at-risk population,
0.4,Rate per 100,W01000114,Trawsfynydd,Police recorded violence with injury per at-risk population,
0.4,Rate per 100,W01000114,Trawsfynydd,Police recorded public order offences per at-risk population,
0.53,Rate per 100,W01000114,Trawsfynydd,Police recorded criminal damage per at-risk population,
0.63,Rate per 100,W01000114,Trawsfynydd,Police recorded violence without injury per at-risk population,
0.6,Rate per 100,W01000114,Trawsfynydd,Police recorded stalking and harassment per at-risk population,
0.89,Rate per 100,W01000114,Trawsfynydd,Police recorded antisocial behaviour per at-risk population,
0.46,Rate per 100,W01000114,Trawsfynydd,Police recorded theft per at-risk population,
,Rate per 100,W01000114,Trawsfynydd,Police recorded burglary per residential dwelling,Confidential
0.52,Rate per 100,W01000114,Trawsfynydd,Fire incidents per at-risk population,
0.33,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Police recorded violence with injury per at-risk population,
0.32,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Police recorded public order offences per at-risk population,
0.42,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Police recorded criminal damage per at-risk population,
0.54,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Police recorded violence without injury per at-risk population,
0.59,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Police recorded stalking and harassment per at-risk population,
0.67,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Police recorded antisocial behaviour per at-risk population,
0.33,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Police recorded theft per at-risk population,
,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Police recorded burglary per residential dwelling,Confidential
0.17,Rate per 100,W01000115,Tre-garth a Mynydd Llandygai,Fire incidents per at-risk population,
0.38,Rate per 100,W01000116,De Tywyn,Police recorded violence with injury per at-risk population,
0.26,Rate per 100,W01000116,De Tywyn,Police recorded public order offences per at-risk population,
0.35,Rate per 100,W01000116,De Tywyn,Police recorded criminal damage per at-risk population,
0.53,Rate per 100,W01000116,De Tywyn,Police recorded violence without injury per at-risk population,
0.43,Rate per 100,W01000116,De Tywyn,Police recorded stalking and harassment per at-risk population,
0.44,Rate per 100,W01000116,De Tywyn,Police recorded antisocial behaviour per at-risk population,
0.46,Rate per 100,W01000116,De Tywyn,Police recorded theft per at-risk population,
,Rate per 100,W01000116,De Tywyn,Police recorded burglary per residential dwelling,Confidential
0.21,Rate per 100,W01000116,De Tywyn,Fire incidents per at-risk population,
0.62,Rate per 100,W01000117,Gogledd Tywyn,Police recorded violence with injury per at-risk population,
0.79,Rate per 100,W01000117,Gogledd Tywyn,Police recorded public order offences per at-risk population,
0.56,Rate per 100,W01000117,Gogledd Tywyn,Police recorded criminal damage per at-risk population,
0.8,Rate per 100,W01000117,Gogledd Tywyn,Police recorded violence without injury per at-risk population,
1.05,Rate per 100,W01000117,Gogledd Tywyn,Police recorded stalking and harassment per at-risk population,
1.49,Rate per 100,W01000117,Gogledd Tywyn,Police recorded antisocial behaviour per at-risk population,
0.5,Rate per 100,W01000117,Gogledd Tywyn,Police recorded theft per at-risk population,
,Rate per 100,W01000117,Gogledd Tywyn,Police recorded burglary per residential dwelling,Confidential
0.29,Rate per 100,W01000117,Gogledd Tywyn,Fire incidents per at-risk population,
0.35,Rate per 100,W01000118,"Waunfawr, Caeathro",Police recorded violence with injury per at-risk population,
0.43,Rate per 100,W01000118,"Waunfawr, Caeathro",Police recorded public order offences per at-risk population,
0.58,Rate per 100,W01000118,"Waunfawr, Caeathro",Police recorded criminal damage per at-risk population,
0.64,Rate per 100,W01000118,"Waunfawr, Caeathro",Police recorded violence without injury per at-risk population,
0.94,Rate per 100,W01000118,"Waunfawr, Caeathro",Police recorded stalking and harassment per at-risk population,
1.01,Rate per 100,W01000118,"Waunfawr, Caeathro",Police recorded antisocial behaviour per at-risk population,
0.74,Rate per 100,W01000118,"Waunfawr, Caeathro",Police recorded theft per at-risk population,
,Rate per 100,W01000118,"Waunfawr, Caeathro",Police recorded burglary per residential dwelling,Confidential
0.33,Rate per 100,W01000118,"Waunfawr, Caeathro",Fire incidents per at-risk population,
0.37,Rate per 100,W01000119,Y Felinheli,Police recorded violence with injury per at-risk population,
0.5,Rate per 100,W01000119,Y Felinheli,Police recorded public order offences per at-risk population,
0.54,Rate per 100,W01000119,Y Felinheli,Police recorded criminal damage per at-risk population,
0.54,Rate per 100,W01000119,Y Felinheli,Police recorded violence without injury per at-risk population,
0.85,Rate per 100,W01000119,Y Felinheli,Police recorded stalking and harassment per at-risk population,
0.86,Rate per 100,W01000119,Y Felinheli,Police recorded antisocial behaviour per at-risk population,
0.56,Rate per 100,W01000119,Y Felinheli,Police recorded theft per at-risk population,
,Rate per 100,W01000119,Y Felinheli,Police recorded burglary per residential dwelling,Confidential
0.26,Rate per 100,W01000119,Y Felinheli,Fire incidents per at-risk population,
0.67,Rate per 100,W01000121,Betws-y-Coed,Police recorded violence with injury per at-risk population,
0.4,Rate per 100,W01000121,Betws-y-Coed,Police recorded public order offences per at-risk population,
0.76,Rate per 100,W01000121,Betws-y-Coed,Police recorded criminal damage per at-risk population,
0.85,Rate per 100,W01000121,Betws-y-Coed,Police recorded violence without injury per at-risk population,
0.5,Rate per 100,W01000121,Betws-y-Coed,Police recorded stalking and harassment per at-risk population,
1.49,Rate per 100,W01000121,Betws-y-Coed,Police recorded antisocial behaviour per at-risk population,
1.24,Rate per 100,W01000121,Betws-y-Coed,Police recorded theft per at-risk population,
0.79,Rate per 100,W01000121,Betws-y-Coed,Police recorded burglary per residential dwelling,
0.74,Rate per 100,W01000121,Betws-y-Coed,Fire incidents per at-risk population,
0.47,Rate per 100,W01000122,Betws-yn-Rhos,Police recorded violence with injury per at-risk population,
0.41,Rate per 100,W01000122,Betws-yn-Rhos,Police recorded public order offences per at-risk population,
0.44,Rate per 100,W01000122,Betws-yn-Rhos,Police recorded criminal damage per at-risk population,
0.9,Rate per 100,W01000122,Betws-yn-Rhos,Police recorded violence without injury per at-risk population,
0.65,Rate per 100,W01000122,Betws-yn-Rhos,Police recorded stalking and harassment per at-risk population,
0.73,Rate per 100,W01000122,Betws-yn-Rhos,Police recorded antisocial behaviour per at-risk population,
0.53,Rate per 100,W01000122,Betws-yn-Rhos,Police recorded theft per at-risk population,
0.79,Rate per 100,W01000122,Betws-yn-Rhos,Police recorded burglary per residential dwelling,
0.42,Rate per 100,W01000122,Betws-yn-Rhos,Fire incidents per at-risk population,
0.72,Rate per 100,W01000123,Bryn,Police recorded violence with injury per at-risk population,
0.65,Rate per 100,W01000123,Bryn,Police recorded public order offences per at-risk population,
0.85,Rate per 100,W01000123,Bryn,Police recorded criminal damage per at-risk population,
1.41,Rate per 100,W01000123,Bryn,Police recorded violence without injury per at-risk population,
0.68,Rate per 100,W01000123,Bryn,Police recorded stalking and harassment per at-risk population,
0.95,Rate per 100,W01000123,Bryn,Police recorded antisocial behaviour per at-risk population,
0.41,Rate per 100,W01000123,Bryn,Police recorded theft per at-risk population,
,Rate per 100,W01000123,Bryn,Police recorded burglary per residential dwelling,Confidential
0.42,Rate per 100,W01000123,Bryn,Fire incidents per at-risk population,
0.3,Rate per 100,W01000124,Caerhun,Police recorded violence with injury per at-risk population,
0.31,Rate per 100,W01000124,Caerhun,Police recorded public order offences per at-risk population,
0.41,Rate per 100,W01000124,Caerhun,Police recorded criminal damage per at-risk population,
0.6,Rate per 100,W01000124,Caerhun,Police recorded violence without injury per at-risk population,
0.44,Rate per 100,W01000124,Caerhun,Police recorded stalking and harassment per at-risk population,
0.66,Rate per 100,W01000124,Caerhun,Police recorded antisocial behaviour per at-risk population,
0.38,Rate per 100,W01000124,Caerhun,Police recorded theft per at-risk population,
,Rate per 100,W01000124,Caerhun,Police recorded burglary per residential dwelling,Confidential
0.3,Rate per 100,W01000124,Caerhun,Fire incidents per at-risk population,
0.43,Rate per 100,W01000125,Capelulo,Police recorded violence with injury per at-risk population,
0.41,Rate per 100,W01000125,Capelulo,Police recorded public order offences per at-risk population,
0.63,Rate per 100,W01000125,Capelulo,Police recorded criminal damage per at-risk population,
1.04,Rate per 100,W01000125,Capelulo,Police recorded violence without injury per at-risk population,
0.99,Rate per 100,W01000125,Capelulo,Police recorded stalking and harassment per at-risk population,
1.33,Rate per 100,W01000125,Capelulo,Police recorded antisocial behaviour per at-risk population,
0.63,Rate per 100,W01000125,Capelulo,Police recorded theft per at-risk population,
,Rate per 100,W01000125,Capelulo,Police recorded burglary per residential dwelling,Confidential
0.15,Rate per 100,W01000125,Capelulo,Fire incidents per at-risk population,
0.68,Rate per 100,W01000126,Colwyn 1,Police recorded violence with injury per at-risk population,
0.67,Rate per 100,W01000126,Colwyn 1,Police recorded public order offences per at-risk population,
0.76,Rate per 100,W01000126,Colwyn 1,Police recorded criminal damage per at-risk population,
1.11,Rate per 100,W01000126,Colwyn 1,Police recorded violence without injury per at-risk population,
1.24,Rate per 100,W01000126,Colwyn 1,Police recorded stalking and harassment per at-risk population,
1.19,Rate per 100,W01000126,Colwyn 1,Police recorded antisocial behaviour per at-risk population,
0.42,Rate per 100,W01000126,Colwyn 1,Police recorded theft per at-risk population,
,Rate per 100,W01000126,Colwyn 1,Police recorded burglary per residential dwelling,Confidential
0.18,Rate per 100,W01000126,Colwyn 1,Fire incidents per at-risk population,
1.51,Rate per 100,W01000127,Colwyn 2,Police recorded violence with injury per at-risk population,
0.97,Rate per 100,W01000127,Colwyn 2,Police recorded public order offences per at-risk population,
1.38,Rate per 100,W01000127,Colwyn 2,Police recorded criminal damage per at-risk population,
2.23,Rate per 100,W01000127,Colwyn 2,Police recorded violence without injury per at-risk population,
